t_us,ax,ay,az,gx,gy,gz,mX_uT,mY_uT,mZ_uT,mag_valid,gnss_valid,N_m,E_m,D_m,V_N_mps,V_E_mps,V_D_mps,iTOW_ms
1940000,4.400622,8.004474,7.452864,1.0018022,0.1029727,0.4991558,10.025,-19.2,25.85,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941000,4.376106,7.992216,7.440606,1.0000569,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942000,4.388364,7.979958,7.428348,0.9965663,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943000,4.388364,7.943184,7.428348,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944000,4.41288,7.992216,7.41609,1.0018022,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945000,4.425138,7.9677,7.428348,1.0000569,0.0994821,0.5043917,5.925,-16.65,25.075,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946000,4.41288,7.955442,7.428348,0.9983116,0.0977368,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947000,4.41288,7.9677,7.41609,1.0035475,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948000,4.437396,7.930926,7.403832,1.0000569,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949000,4.41288,7.943184,7.379316,0.9965663,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950000,4.425138,7.930926,7.391574,1.0000569,0.1012274,0.4991558,9.475,-19.5,26.15,1,1,2.13030974094117,-0.518368116355451,-19.6859880750999,2.17674398464955,-0.432026555926733,-19.4643875194162,1950
1951000,4.437396,7.943184,7.379316,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1952000,4.449654,7.90641,7.391574,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1953000,4.449654,7.943184,7.367058,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1954000,4.461912,7.894152,7.3548,1.0035475,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1955000,4.437396,7.918668,7.379316,0.9983116,0.1012274,0.4991558,7.675,-19.7,26.925,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1956000,4.461912,7.90641,7.3548,1.0018022,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1957000,4.47417,7.90641,7.342542,1.0035475,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1958000,4.486428,7.90641,7.330284,0.9965663,0.0959915,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1959000,4.449654,7.894152,7.342542,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1960000,4.47417,7.894152,7.330284,0.9983116,0.1012274,0.4991558,8.875,-15.65,24.3,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1961000,4.47417,7.869636,7.29351,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1962000,4.486428,7.869636,7.29351,0.994821,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1963000,4.498686,7.84512,7.318026,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1964000,4.53546,7.869636,7.29351,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1965000,4.510944,7.832862,7.29351,1.0000569,0.0994821,0.5043917,7.8,-19.275,27.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1966000,4.486428,7.84512,7.268994,1.0000569,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1967000,4.486428,7.84512,7.268994,1.0052928,0.1012274,0.506137,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968000,4.559976,7.84512,7.23222,0.9983116,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1969000,4.53546,7.857378,7.244478,1.0035475,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970000,4.523202,7.84512,7.268994,1.0035475,0.0994821,0.4956652,10.975,-16.75,27.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971000,4.510944,7.832862,7.244478,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972000,4.510944,7.84512,7.244478,1.0035475,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973000,4.53546,7.820604,7.207704,1.0000569,0.0942462,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1974000,4.510944,7.820604,7.207704,0.994821,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
