t_us,ax,ay,az,gx,gy,gz,mX_uT,mY_uT,mZ_uT,mag_valid,gnss_valid,N_m,E_m,D_m,V_N_mps,V_E_mps,V_D_mps,iTOW_ms
13036000,3.996108,8.470278,8.200602,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13037000,3.971592,8.470278,8.188344,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13038000,3.996108,8.421246,8.176086,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13039000,3.98385,8.45802,8.176086,1.0000569,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13040000,4.008366,8.45802,8.200602,0.9965663,0.0977368,0.4991558,12.95,-17.75,22.175,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13041000,4.008366,8.445762,8.188344,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13042000,3.996108,8.433504,8.15157,0.9965663,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13043000,4.032882,8.433504,8.176086,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13044000,3.98385,8.421246,8.139312,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13045000,3.98385,8.408988,8.139312,0.9983116,0.0994821,0.4991558,11.05,-19,24.525,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13046000,4.032882,8.421246,8.114796,0.9965663,0.104718,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13047000,4.057398,8.408988,8.127054,0.9965663,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13048000,4.032882,8.39673,8.102538,1.0000569,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13049000,4.020624,8.408988,8.102538,0.9983116,0.0959915,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13050000,4.057398,8.408988,8.114796,1.0000569,0.0994821,0.4991558,9.4,-21.475,23.725,1,1,84.9009120284495,-16.6156307099113,-853.519583293237,13.1165337769526,-2.62142621113689,-130.475427645123,13050
13051000,4.04514,8.39673,8.09028,0.9965663,0.104718,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13052000,4.032882,8.408988,8.09028,1.0000569,0.1012274,0.4939199,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13053000,4.04514,8.408988,8.053506,0.9983116,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13054000,4.04514,8.384472,8.065764,0.9983116,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13055000,4.057398,8.372214,8.065764,0.9983116,0.104718,0.5026464,10.85,-20.675,25.95,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13056000,4.057398,8.372214,8.065764,1.0035475,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13057000,4.057398,8.372214,8.053506,0.994821,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13058000,4.069656,8.359956,8.016732,1.0000569,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13059000,4.081914,8.359956,8.016732,1.0000569,0.0959915,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13060000,4.069656,8.347698,8.02899,1.0000569,0.1029727,0.4974105,8.575,-17.825,25.075,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13061000,4.10643,8.347698,8.016732,1.0018022,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13062000,4.081914,8.33544,8.016732,1.0000569,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13063000,4.10643,8.347698,8.004474,1.0018022,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13064000,4.081914,8.33544,8.004474,1.0000569,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13065000,4.081914,8.33544,7.979958,1.0018022,0.1012274,0.5009011,11.05,-22.025,24.425,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13066000,4.118688,8.323182,7.979958,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13067000,4.10643,8.323182,7.955442,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13068000,4.130946,8.33544,7.955442,1.0018022,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13069000,4.118688,8.298666,7.943184,0.9965663,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13070000,4.118688,8.298666,7.943184,1.0000569,0.1029727,0.5026464,9.675,-20.875,22.7,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13071000,4.118688,8.310924,7.9677,1.0000569,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13072000,4.094172,8.310924,7.930926,0.9983116,0.1029727,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13073000,4.130946,8.310924,7.943184,1.0035475,0.0977368,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13074000,4.118688,8.27415,7.918668,0.9983116,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13075000,4.155462,8.27415,7.90641,0.9983116,0.0942462,0.4974105,10.6,-20.025,21.325,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13076000,4.155462,8.298666,7.894152,0.9983116,0.0994821,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13077000,4.155462,8.261892,7.869636,0.9983116,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13078000,4.143204,8.261892,7.881894,1.0000569,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13079000,4.16772,8.286408,7.881894,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13080000,4.155462,8.286408,7.894152,1.0035475,0.0977368,0.4991558,9.425,-17.625,23.625,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13081000,4.143204,8.261892,7.881894,1.0018022,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13082000,4.192236,8.261892,7.84512,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13083000,4.179978,8.21286,7.84512,0.9983116,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13084000,4.204494,8.249634,7.820604,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13085000,4.179978,8.249634,7.832862,1.0070381,0.0977368,0.4974105,10.2,-18.25,24.725,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13086000,4.179978,8.237376,7.832862,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13087000,4.204494,8.225118,7.84512,1.0018022,0.1064633,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13088000,4.192236,8.237376,7.832862,0.9965663,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13089000,4.204494,8.200602,7.796088,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13090000,4.204494,8.21286,7.808346,1.0035475,0.1012274,0.4991558,11.575,-19.675,24,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13091000,4.216752,8.21286,7.808346,0.9983116,0.1029727,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13092000,4.22901,8.200602,7.771572,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13093000,4.22901,8.188344,7.78383,1.0018022,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13094000,4.241268,8.188344,7.771572,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13095000,4.216752,8.188344,7.771572,0.9983116,0.0977368,0.4991558,10.625,-17.425,23.7,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13096000,4.22901,8.188344,7.747056,1.0018022,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13097000,4.216752,8.176086,7.759314,1.0018022,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13098000,4.216752,8.163828,7.734798,1.0018022,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13099000,4.241268,8.15157,7.734798,0.9965663,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13100000,4.241268,8.188344,7.747056,0.994821,0.0959915,0.5009011,8.05,-20,22.65,1,1,85.5904420748777,-16.7329001119978,-860.070821601897,13.2537852897566,-2.6499586863267,-131.083045893348,13100
13101000,4.253526,8.163828,7.72254,0.994821,0.0994821,0.4939199,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13102000,4.265784,8.15157,7.698024,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13103000,4.265784,8.139312,7.685766,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13104000,4.265784,8.163828,7.698024,0.9983116,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13105000,4.278042,8.139312,7.66125,1.0000569,0.1012274,0.4974105,8.625,-20.625,23.7,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13106000,4.278042,8.15157,7.685766,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13107000,4.2903,8.127054,7.648992,1.0070381,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13108000,4.278042,8.127054,7.636734,1.0052928,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13109000,4.278042,8.139312,7.66125,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13110000,4.302558,8.127054,7.624476,1.0000569,0.1012274,0.4991558,10,-16.95,21.975,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13111000,4.278042,8.09028,7.624476,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13112000,4.2903,8.09028,7.636734,1.0000569,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13113000,4.302558,8.09028,7.624476,1.0000569,0.1064633,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13114000,4.339332,8.114796,7.636734,1.0035475,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13115000,4.314816,8.09028,7.612218,0.9983116,0.1012274,0.4991558,10.3,-19.125,24.025,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13116000,4.2903,8.065764,7.612218,0.9983116,0.0994821,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13117000,4.327074,8.078022,7.59996,0.994821,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13118000,4.327074,8.065764,7.575444,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13119000,4.314816,8.065764,7.587702,1.0018022,0.0959915,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13120000,4.314816,8.053506,7.563186,1.0035475,0.0959915,0.5009011,7.475,-20.75,22.125,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13121000,4.339332,8.078022,7.563186,1.0018022,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13122000,4.35159,8.041248,7.575444,1.0000569,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13123000,4.339332,8.09028,7.563186,1.0000569,0.104718,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13124000,4.339332,8.041248,7.575444,1.0000569,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13125000,4.363848,8.065764,7.526412,1.0035475,0.1012274,0.5026464,9.4,-19.1,25.175,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13126000,4.376106,8.041248,7.514154,1.0035475,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13127000,4.376106,8.02899,7.550928,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13128000,4.363848,8.053506,7.526412,0.9965663,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13129000,4.339332,8.02899,7.514154,0.9983116,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13130000,4.376106,8.004474,7.514154,1.0000569,0.0994821,0.4974105,7.225,-16.425,25.775,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13131000,4.388364,8.004474,7.489638,1.0000569,0.104718,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13132000,4.376106,7.992216,7.47738,1.0000569,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13133000,4.363848,7.992216,7.47738,1.0018022,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13134000,4.41288,7.9677,7.465122,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13135000,4.388364,8.004474,7.465122,1.0035475,0.104718,0.4921746,8.75,-16.55,24.175,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13136000,4.437396,7.992216,7.465122,1.0035475,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13137000,4.41288,7.955442,7.452864,1.0000569,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13138000,4.41288,7.979958,7.428348,1.0035475,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13139000,4.41288,7.943184,7.428348,1.0000569,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13140000,4.41288,7.955442,7.41609,1.0000569,0.104718,0.5026464,8.725,-17.375,24.475,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13141000,4.41288,7.9677,7.41609,0.9983116,0.1029727,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13142000,4.400622,7.955442,7.41609,1.0000569,0.1064633,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13143000,4.41288,7.930926,7.41609,1.0035475,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13144000,4.437396,7.955442,7.391574,0.9965663,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13145000,4.41288,7.943184,7.379316,1.0035475,0.1012274,0.5009011,7.55,-17.8,25.325,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13146000,4.437396,7.930926,7.403832,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13147000,4.425138,7.943184,7.3548,1.0018022,0.0994821,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13148000,4.449654,7.918668,7.379316,1.0035475,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13149000,4.449654,7.90641,7.379316,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13150000,4.461912,7.894152,7.342542,1.0018022,0.0977368,0.4991558,8.6,-18.2,26.9,1,1,86.2640886323171,-16.890584341179,-866.660575242713,13.2026864044062,-2.64486445649732,-131.536083110504,13150
13151000,4.47417,7.918668,7.342542,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13152000,4.461912,7.90641,7.342542,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13153000,4.461912,7.881894,7.318026,0.9965663,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13154000,4.510944,7.869636,7.342542,0.9983116,0.0977368,0.4956652,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13155000,4.47417,7.857378,7.318026,1.0070381,0.0994821,0.4991558,9.975,-18.65,26.325,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13156000,4.486428,7.894152,7.305768,1.0018022,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13157000,4.47417,7.881894,7.29351,1.0000569,0.1029727,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13158000,4.47417,7.869636,7.29351,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13159000,4.510944,7.857378,7.305768,1.0000569,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13160000,4.53546,7.832862,7.268994,0.9965663,0.0994821,0.4974105,7.325,-15.175,25.975,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13161000,4.486428,7.857378,7.256736,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13162000,4.498686,7.84512,7.256736,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13163000,4.510944,7.84512,7.256736,1.0000569,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13164000,4.523202,7.84512,7.268994,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13165000,4.523202,7.84512,7.23222,1.0000569,0.1012274,0.5026464,8.075,-19.525,26.125,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13166000,4.498686,7.808346,7.244478,1.0000569,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13167000,4.523202,7.796088,7.244478,0.9983116,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13168000,4.53546,7.808346,7.219962,1.0018022,0.0994821,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13169000,4.523202,7.796088,7.23222,0.9983116,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13170000,4.559976,7.808346,7.195446,1.0000569,0.0994821,0.5026464,7.575,-19.8,25.15,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13171000,4.547718,7.796088,7.219962,1.0000569,0.0959915,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13172000,4.53546,7.78383,7.207704,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13173000,4.53546,7.771572,7.207704,1.0000569,0.0977368,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13174000,4.572234,7.78383,7.195446,1.0000569,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13175000,4.572234,7.78383,7.195446,1.0018022,0.0977368,0.5026464,6.85,-17,25.675,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13176000,4.572234,7.771572,7.183188,1.0000569,0.0977368,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13177000,4.559976,7.78383,7.146414,1.0018022,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13178000,4.559976,7.771572,7.158672,0.9983116,0.0959915,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13179000,4.572234,7.759314,7.134156,1.0035475,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13180000,4.584492,7.734798,7.17093,1.0000569,0.1029727,0.4991558,8.775,-16.85,24.675,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13181000,4.559976,7.747056,7.146414,1.0000569,0.0959915,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13182000,4.559976,7.734798,7.134156,1.0018022,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13183000,4.59675,7.734798,7.10964,0.9983116,0.104718,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13184000,4.59675,7.72254,7.10964,0.9983116,0.1029727,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13185000,4.621266,7.72254,7.10964,1.0000569,0.1029727,0.5009011,7.15,-17.025,23.3,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13186000,4.609008,7.710282,7.097382,1.0018022,0.0942462,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13187000,4.584492,7.72254,7.085124,1.0035475,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13188000,4.621266,7.698024,7.097382,1.0018022,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13189000,4.633524,7.673508,7.060608,1.0018022,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13190000,4.633524,7.685766,7.072866,1.0018022,0.0977368,0.5009011,8.725,-16.65,25.9,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13191000,4.609008,7.685766,7.072866,1.0035475,0.1012274,0.5043917,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13192000,4.609008,7.685766,7.060608,1.0018022,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13193000,4.621266,7.66125,7.036092,1.0018022,0.1012274,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13194000,4.645782,7.636734,7.072866,1.0018022,0.1012274,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13195000,4.65804,7.648992,7.04835,0.9983116,0.1029727,0.4991558,9.35,-18.625,27.325,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13196000,4.645782,7.648992,7.036092,1.0000569,0.0977368,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13197000,4.65804,7.673508,7.011576,1.0035475,0.0977368,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13198000,4.65804,7.636734,7.023834,1.0000569,0.1029727,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13199000,4.65804,7.648992,7.011576,0.9983116,0.1012274,0.4991558,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13200000,4.670298,7.636734,6.999318,1.0018022,0.1012274,0.4956652,7.125,-18.225,23.525,1,1,87.0065771672757,-17.0175409426011,-873.233195246197,13.3454122367958,-2.66881752524974,-131.876103346977,13200
13201000,4.65804,7.624476,6.98706,0.9965663,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13202000,4.682556,7.624476,6.999318,0.9965663,0.0994821,0.5009011,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13203000,4.65804,7.648992,6.999318,1.0000569,0.1012274,0.4974105,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13204000,4.682556,7.648992,6.974802,0.9983116,0.0994821,0.5026464,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13205000,4.694814,7.612218,6.950286,0.9965663,0.1012274,0.5009011,8.575,-16.45,25.7,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
