time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad
2.69,35.20582,0,61.63696,1.221741,5.546055,0,0,-0.004417657
2.7,35.46809,0,62.09948,1.221741,5.54612,0,0,-0.004449917
2.71,35.73134,0,62.56376,1.221742,5.546185,0,0,-0.004482284
2.72,35.99555,0,63.02979,1.221742,5.546249,0,0,-0.00451476
2.73,36.26073,0,63.49758,1.221742,5.546314,0,0,-0.004547344
2.74,36.52687,0,63.96712,1.221743,5.546379,0,0,-0.004580036
2.75,36.79399,0,64.43842,1.221743,5.546444,0,0,-0.004612836
2.76,37.06208,0,64.91147,1.221743,5.546509,0,0,-0.004645743
2.77,37.33113,0,65.38628,1.221744,5.546574,0,0,-0.004678758
2.78,37.60115,0,65.86284,1.221744,5.546638,0,0,-0.00471188
2.79,37.87215,0,66.34116,1.221744,5.546703,0,0,-0.004745109
2.8,38.1441,0,66.82124,1.221745,5.546768,0,0,-0.004778446
2.81,38.41703,0,67.30308,1.221745,5.546832,0,0,-0.004811889
2.82,38.69093,0,67.78667,1.221745,5.546897,0,0,-0.004845439
2.83,38.96579,0,68.27202,1.221746,5.546961,0,0,-0.004879096
2.84,39.24162,0,68.75912,1.221746,5.547026,0,0,-0.004912859
2.85,39.51842,0,69.24799,1.221746,5.547091,0,0,-0.004946728
2.86,39.79619,0,69.73862,1.221747,5.547155,0,0,-0.004980704
2.87,40.07492,0,70.231,1.221747,5.54722,0,0,-0.005014786
2.88,40.35463,0,70.72514,1.221747,5.547285,0,0,-0.005048973
2.89,40.6353,0,71.22105,1.221748,5.547349,0,0,-0.005083267
2.9,40.91693,0,71.71871,1.221748,5.547413,0,0,-0.005117666
2.91,41.19954,0,72.21813,1.221749,5.547478,0,0,-0.00515217
2.92,41.4831,0,72.71932,1.221749,5.547543,0,0,-0.005186779
2.93,41.76764,0,73.22226,1.221749,5.547607,0,0,-0.005221494
2.94,42.05315,0,73.72697,1.22175,5.547671,0,0,-0.005256313
2.95,42.33962,0,74.23344,1.22175,5.547736,0,0,-0.005291237
2.96,42.62706,0,74.74166,1.221751,5.5478,0,0,-0.005326266
2.97,42.91546,0,75.25165,1.221751,5.547864,0,0,-0.005361399
2.98,43.20483,0,75.7634,1.221751,5.547929,0,0,-0.005396637
2.99,43.49517,0,76.27692,1.221752,5.547993,0,0,-0.005431978
3,43.78647,0,76.79219,1.221752,5.548058,0,0,-0.005467424
3.01,44.07874,0,77.30923,1.221753,5.548122,0,0,-0.005502974
3.02,44.37197,0,77.82803,1.221753,5.548186,0,0,-0.005538628
3.03,44.66617,0,78.3486,1.221754,5.548251,0,0,-0.005574384
3.04,44.96134,0,78.87093,1.221754,5.548315,0,0,-0.005610244
3.05,45.25747,0,79.39502,1.221755,5.548379,0,0,-0.005646208
3.06,45.55457,0,79.92088,1.221755,5.548443,0,0,-0.005682274
3.07,45.85263,0,80.4485,1.221756,5.548508,0,0,-0.005718443
3.08,46.15166,0,80.97789,1.221756,5.548572,0,0,-0.005754715
3.09,46.45165,0,81.50904,1.221757,5.548636,0,0,-0.005791089
3.1,46.75261,0,82.04196,1.221757,5.5487,0,0,-0.005827566
3.11,47.05453,0,82.57664,1.221758,5.548765,0,0,-0.005864145
3.12,47.35741,0,83.1131,1.221758,5.548829,0,0,-0.005900826
3.13,47.66127,0,83.65131,1.221759,5.548893,0,0,-0.005937609
3.14,47.96608,0,84.19129,1.221759,5.548957,0,0,-0.005974493
3.15,48.27186,0,84.73305,1.22176,5.549021,0,0,-0.00601148
3.16,48.57861,0,85.27656,1.22176,5.549085,0,0,-0.006048568
3.17,48.88631,0,85.82185,1.221761,5.549149,0,0,-0.006085756
3.18,49.19498,0,86.3689,1.221761,5.549213,0,0,-0.006123046
3.19,49.50462,0,86.91772,1.221762,5.549277,0,0,-0.006160437
3.2,49.81522,0,87.46831,1.221762,5.549341,0,0,-0.006197928
3.21,50.12679,0,88.02066,1.221763,5.549405,0,0,-0.00623552
3.22,50.43931,0,88.57479,1.221763,5.549469,0,0,-0.006273212
3.23,50.7528,0,89.13068,1.221764,5.549533,0,0,-0.006311004
3.24,51.06726,0,89.68835,1.221765,5.549597,0,0,-0.006348896
3.25,51.38267,0,90.24779,1.221765,5.549661,0,0,-0.006386889
3.26,51.69905,0,90.80899,1.221766,5.549725,0,0,-0.006424981
