time_s,pos_x_m,pos_y_m,pos_z_m,pitch_rad,cg_body_x_m,cg_body_y_m,cg_body_z_m,nozzle_angle_rad,thrust_normalized
3.7742,14.79765,0,105.2229,1.314532,5.552988,0,0,5.119105e-06,0.865582
3.7909,15.01477,0,106.1549,1.314236,5.553093,0,0,5.039454e-06,0.8655971
3.8076,15.23368,0,107.0912,1.313945,5.553198,0,0,4.960854e-06,0.8656122
3.8243,15.4544,0,108.0315,1.313659,5.553303,0,0,4.883665e-06,0.8656274
3.841,15.67692,0,108.9759,1.313377,5.553408,0,0,4.807642e-06,0.8656427
3.8577,15.90124,0,109.9244,1.3131,5.553513,0,0,4.732678e-06,0.865658
3.8744,16.12737,0,110.8771,1.312827,5.553618,0,0,4.659074e-06,0.8656734
3.8911,16.3553,0,111.8339,1.312558,5.553723,0,0,4.586487e-06,0.8656888
3.9078,16.58505,0,112.7948,1.312293,5.553828,0,0,4.515017e-06,0.8657043
3.9245,16.81661,0,113.7598,1.312032,5.553933,0,0,4.444735e-06,0.8657199
3.9412,17.04998,0,114.7289,1.311775,5.554038,0,0,4.37552e-06,0.8657355
3.9579,17.28517,0,115.7021,1.311523,5.554142,0,0,4.307296e-06,0.8657513
3.9746,17.52218,0,116.6795,1.311274,5.554247,0,0,4.240275e-06,0.8657671
3.9913,17.76101,0,117.6609,1.311029,5.554351,0,0,4.174224e-06,0.8657829
4.008,18.00166,0,118.6465,1.310788,5.554456,0,0,4.10915e-06,0.8657988
4.0247,18.24413,0,119.6362,1.31055,5.554561,0,0,4.045241e-06,0.8658147
4.0414,18.48844,0,120.63,1.310317,5.554665,0,0,3.982171e-06,0.8658308
4.0581,18.73457,0,121.628,1.310087,5.55477,0,0,3.920138e-06,0.8658469
4.0748,18.98252,0,122.6301,1.30986,5.554874,0,0,3.859113e-06,0.865863
4.0915,19.23232,0,123.6362,1.309637,5.554978,0,0,3.798971e-06,0.8658793
4.1082,19.48394,0,124.6466,1.309418,5.555082,0,0,3.73976e-06,0.8658956
4.1249,19.7374,0,125.661,1.309201,5.555187,0,0,3.681567e-06,0.865912
4.1416,19.9927,0,126.6795,1.308989,5.555291,0,0,3.624183e-06,0.8659284
4.1583,20.24984,0,127.7022,1.308779,5.555395,0,0,3.567699e-06,0.8659449
4.175,20.50882,0,128.729,1.308573,5.555499,0,0,3.512208e-06,0.8659614
4.1917,20.76964,0,129.76,1.30837,5.555603,0,0,3.457414e-06,0.865978
4.2084,21.0323,0,130.795,1.30817,5.555707,0,0,3.403572e-06,0.8659947
4.2251,21.29681,0,131.8342,1.307973,5.555811,0,0,3.350586e-06,0.8660114
4.2418,21.56317,0,132.8775,1.307779,5.555915,0,0,3.298333e-06,0.8660282
4.2585,21.83138,0,133.925,1.307589,5.556019,0,0,3.246945e-06,0.8660452
4.2752,22.10143,0,134.9765,1.307401,5.556122,0,0,3.196417e-06,0.8660621
4.2919,22.37335,0,136.0322,1.307216,5.556226,0,0,3.146569e-06,0.8660791
4.3086,22.64711,0,137.0921,1.307034,5.55633,0,0,3.097541e-06,0.8660962
4.3253,22.92273,0,138.156,1.306855,5.556434,0,0,3.049357e-06,0.8661133
4.342,23.2002,0,139.2241,1.306678,5.556537,0,0,3.00176e-06,0.8661305
4.3587,23.47954,0,140.2964,1.306505,5.556641,0,0,2.955028e-06,0.8661478
4.3754,23.76073,0,141.3727,1.306334,5.556744,0,0,2.909016e-06,0.8661651
4.3921,24.04379,0,142.4532,1.306165,5.556848,0,0,2.863629e-06,0.8661825
4.4088,24.3287,0,143.5379,1.306,5.556951,0,0,2.819028e-06,0.8662
4.4255,24.61549,0,144.6266,1.305837,5.557055,0,0,2.775148e-06,0.8662175
4.4422,24.90413,0,145.7195,1.305676,5.557158,0,0,2.731859e-06,0.8662351
4.4589,25.19465,0,146.8166,1.305518,5.557261,0,0,2.689301e-06,0.8662527
4.4756,25.48703,0,147.9177,1.305362,5.557364,0,0,2.647454e-06,0.8662705
4.4923,25.78128,0,149.0231,1.305209,5.557467,0,0,2.606123e-06,0.8662882
4.509,26.07741,0,150.1325,1.305058,5.55757,0,0,2.565558e-06,0.8663061
4.5257,26.3754,0,151.2461,1.30491,5.557673,0,0,2.525595e-06,0.866324
4.5424,26.67527,0,152.3639,1.304763,5.557776,0,0,2.486186e-06,0.866342
4.5591,26.97701,0,153.4857,1.30462,5.557879,0,0,2.447472e-06,0.8663601
4.5758,27.28063,0,154.6118,1.304478,5.557982,0,0,2.409357e-06,0.8663781
4.5925,27.58613,0,155.7419,1.304338,5.558085,0,0,2.371777e-06,0.8663963
4.6092,27.89351,0,156.8762,1.304201,5.558188,0,0,2.334833e-06,0.8664145
4.6259,28.20276,0,158.0147,1.304066,5.55829,0,0,2.298482e-06,0.8664328
4.6426,28.5139,0,159.1573,1.303933,5.558393,0,0,2.262603e-06,0.8664512
4.6593,28.82692,0,160.304,1.303802,5.558496,0,0,2.227391e-06,0.8664697
4.676,29.14183,0,161.4549,1.303673,5.558598,0,0,-1.167706e-05,0.8664882
4.6927,29.45861,0,162.61,1.303546,5.558701,0,0,-3.834349e-05,0.8665067
4.7094,29.77729,0,163.7692,1.303422,5.558804,0,0,-6.530398e-05,0.8665254
4.7261,30.09785,0,164.9325,1.3033,5.558906,0,0,-9.255837e-05,0.866544
4.7428,30.42029,0,166.1,1.30318,5.559008,0,0,-0.0001201063,0.8665628
4.7595,30.74463,0,167.2717,1.303063,5.559111,0,0,-0.0001479473,0.8665816
4.7762,31.07085,0,168.4475,1.302947,5.559213,0,0,-0.0001760811,0.8666005
4.7929,31.39896,0,169.6274,1.302834,5.559315,0,0,-0.0002045074,0.8666195
4.8096,31.72895,0,170.8115,1.302723,5.559417,0,0,-0.0002332257,0.8666385
